customer_no,Full_Date,deliquency_months,recovery_amt,recovery_branch
20467,2018-08-01,12 Months,6.48,Chennai
20468,2017-12-01,12 Months,0.59,Shillong
20470,2018-08-01,12 Months,15.38,Shillong
20472,2018-11-01,90 Days,5.89,Delhi
20473,2017-02-01,12 Months,9.79,Shillong
20475,2018-09-01,6 Month,16.78,Delhi
20477,2017-12-01,30 Days,4.71,Nasik
20478,2017-04-01,24 Months and more,9.42,Bengaluru
20479,2017-01-01,90 Days,5.3,Aurangabad
20480,2017-10-01,12 Months,16.78,Nagpur
20481,2018-10-01,90 Days,3.53,Chandigarh
20482,2017-02-01,90 Days,16.78,Jaipur
20485,2017-12-01,30 Days,11.19,Bhopal
20486,2018-02-01,12 Months,2.36,Mumbai
20487,2017-12-01,24 Months and more,4.12,Shillong
20488,2018-06-01,90 Days,10.6,Bengaluru
20489,2018-09-01,6 Month,1.18,Gandhinagar
20491,2017-02-01,60 Days,15.38,Mumbai
20493,2018-05-01,30 Days,15.38,Srinagar
20494,2018-03-01,24 Months and more,2.94,Nagpur
20496,2017-01-01,30 Days,0.59,Jaipur
20499,2017-07-01,24 Months and more,1.18,Srinagar
20502,2018-09-01,90 Days,4.71,Shillong
20506,2017-02-01,60 Days,0.59,Ranchi
20507,2018-03-01,90 Days,2.36,Bengaluru
20510,2017-03-01,90 Days,2.8,Ranchi
20511,2018-12-01,24 Months and more,9.42,Bhopal
20513,2018-02-01,24 Months and more,12.95,Chennai
20514,2017-05-01,60 Days,10.6,Ranchi
20515,2018-05-01,90 Days,5.89,Shillong
20518,2017-06-01,30 Days,7.07,Nagpur
20519,2017-09-01,90 Days,14.13,Srinagar
20520,2018-08-01,6 Month,2.94,Delhi
20521,2018-12-01,60 Days,15.38,Pune
20522,2017-04-01,30 Days,16.78,Srinagar
20523,2017-09-01,12 Months,4.71,Gandhinagar
20524,2017-01-01,30 Days,4.12,Chennai
20525,2018-10-01,24 Months and more,1.4,Gandhinagar
20529,2017-07-01,60 Days,0.59,Bengaluru
20531,2018-03-01,12 Months,5.59,Bengaluru
20532,2017-01-01,12 Months,2.36,Chennai
20533,2018-12-01,6 Month,14.13,Mumbai
20534,2018-03-01,12 Months,3.53,Aurangabad
20535,2017-11-01,6 Month,4.71,Chandigarh
20536,2017-12-01,60 Days,6.99,Chandigarh
20537,2017-04-01,30 Days,5.89,Bengaluru
20539,2018-07-01,90 Days,3.53,Nagpur
20541,2018-04-01,60 Days,2.36,Ranchi
20542,2018-04-01,24 Months and more,5.59,Pune
20548,2018-06-01,90 Days,2.36,Ranchi
20549,2018-06-01,12 Months,5.89,Chennai
20551,2018-04-01,24 Months and more,1.18,Gandhinagar
20553,2018-03-01,24 Months and more,8.24,Nagpur
20554,2017-05-01,6 Month,2.94,Delhi
20555,2017-06-01,24 Months and more,3.53,Chennai
20556,2017-12-01,90 Days,13.98,Delhi
20557,2017-08-01,12 Months,11.78,Nasik
20558,2018-08-01,60 Days,6.48,Delhi
20560,2017-11-01,6 Month,9.79,Mumbai
20561,2017-05-01,12 Months,3.53,Ranchi
20562,2018-09-01,60 Days,6.48,Bhopal
20565,2017-11-01,60 Days,16.78,Chandigarh
20566,2018-12-01,24 Months and more,9.79,Jaipur
20567,2018-05-01,30 Days,5.59,Nasik
20570,2017-12-01,24 Months and more,1.4,Mumbai
20571,2017-04-01,30 Days,4.2,Nasik
20573,2017-12-01,12 Months,4.71,Bhopal
20574,2017-04-01,12 Months,1.18,Delhi
20575,2018-12-01,60 Days,5.59,Bhopal
20576,2017-02-01,30 Days,10.6,Srinagar
20577,2017-06-01,6 Month,1.77,Shillong
20579,2017-03-01,30 Days,13.98,Delhi
20580,2018-11-01,6 Month,2.8,Shillong
20581,2018-03-01,90 Days,1.18,Delhi
20583,2018-11-01,6 Month,1.4,Ranchi
20586,2017-07-01,12 Months,9.79,Delhi
20587,2018-09-01,60 Days,4.71,Nasik
20588,2017-02-01,90 Days,4.71,Chennai
20589,2017-05-01,30 Days,5.89,Aurangabad
20590,2017-04-01,6 Month,5.59,Chennai
20591,2018-10-01,12 Months,1.18,Jaipur
20593,2018-04-01,24 Months and more,5.59,Bhopal
20594,2018-08-01,90 Days,14.13,Gandhinagar
20595,2018-02-01,30 Days,11.19,Nasik
20599,2017-02-01,90 Days,16.78,Bengaluru
20600,2017-05-01,30 Days,1.77,Bhopal
20601,2018-12-01,30 Days,12.59,Ranchi
20602,2017-01-01,60 Days,8.39,Aurangabad
20603,2018-01-01,60 Days,2.94,Ranchi
20604,2018-10-01,12 Months,12.59,Nagpur
20605,2017-11-01,30 Days,4.12,Bengaluru
20607,2017-11-01,60 Days,7.07,Bengaluru
20608,2018-01-01,60 Days,11.78,Pune
20611,2018-02-01,90 Days,2.8,Mumbai
20612,2017-09-01,24 Months and more,12.59,Nagpur
20615,2017-11-01,24 Months and more,2.94,Aurangabad
20616,2018-03-01,12 Months,12.95,Chennai
20618,2018-05-01,6 Month,2.8,Pune
20619,2018-11-01,6 Month,2.36,Srinagar
20622,2018-03-01,6 Month,7.07,Nasik
20623,2017-08-01,24 Months and more,5.59,Chandigarh
20624,2018-08-01,60 Days,1.77,Shillong
20625,2017-09-01,30 Days,6.48,Nagpur
20627,2018-05-01,30 Days,9.79,Gandhinagar
20629,2018-12-01,30 Days,5.3,Pune
20632,2017-03-01,30 Days,8.24,Aurangabad
20635,2018-08-01,6 Month,16.78,Bhopal
20637,2017-09-01,24 Months and more,1.18,Pune
20638,2018-09-01,90 Days,15.38,Bengaluru
20639,2017-04-01,6 Month,8.39,Jaipur
20641,2018-05-01,24 Months and more,9.79,Mumbai
20642,2018-08-01,30 Days,4.71,Mumbai
20643,2017-07-01,6 Month,4.71,Chandigarh
20645,2018-08-01,90 Days,5.3,Srinagar
20646,2018-12-01,12 Months,7.07,Chandigarh
20647,2018-10-01,24 Months and more,2.36,Ranchi
20648,2017-04-01,30 Days,6.48,Nagpur
20650,2018-05-01,30 Days,0.59,Bhopal
20651,2018-06-01,6 Month,1.77,Aurangabad
20652,2018-03-01,12 Months,1.77,Ranchi
20653,2017-05-01,90 Days,2.94,Pune
20654,2018-01-01,90 Days,4.2,Nagpur
20655,2018-06-01,6 Month,6.48,Shillong
20657,2017-05-01,24 Months and more,9.79,Srinagar
20660,2018-06-01,60 Days,12.59,Nasik
20663,2018-06-01,60 Days,1.77,Gandhinagar
20666,2017-04-01,12 Months,8.39,Gandhinagar
20668,2018-12-01,30 Days,5.3,Gandhinagar
20669,2017-10-01,90 Days,7.07,Nasik
20670,2018-10-01,24 Months and more,0.59,Pune
20671,2017-12-01,60 Days,7.07,Aurangabad
20672,2017-12-01,90 Days,3.53,Gandhinagar
20673,2017-11-01,12 Months,2.36,Shillong
20674,2018-01-01,60 Days,15.38,Srinagar
20675,2017-01-01,24 Months and more,9.79,Delhi
20678,2017-08-01,6 Month,0.59,Aurangabad
20679,2018-03-01,60 Days,4.12,Chandigarh
20680,2018-10-01,90 Days,8.24,Nasik
20681,2017-02-01,90 Days,5.89,Gandhinagar
20682,2018-12-01,90 Days,3.53,Gandhinagar
20683,2017-03-01,24 Months and more,1.18,Gandhinagar
20684,2017-06-01,24 Months and more,4.71,Chennai
20685,2018-02-01,6 Month,2.8,Shillong
20690,2018-04-01,30 Days,11.78,Ranchi
20691,2017-10-01,30 Days,7.07,Bhopal
20693,2017-08-01,6 Month,9.42,Jaipur
20695,2018-08-01,24 Months and more,4.2,Bhopal
20696,2018-07-01,24 Months and more,5.59,Jaipur
20697,2017-02-01,60 Days,8.39,Mumbai
20698,2018-08-01,12 Months,2.36,Pune
20700,2017-12-01,12 Months,0.59,Shillong
20703,2018-02-01,90 Days,0.59,Mumbai
20704,2018-11-01,30 Days,4.12,Aurangabad
20705,2017-01-01,6 Month,12.59,Mumbai
20707,2018-12-01,60 Days,2.36,Delhi
20708,2017-02-01,30 Days,2.8,Ranchi
20709,2017-04-01,24 Months and more,1.77,Bengaluru
20710,2018-06-01,30 Days,11.19,Nagpur
20711,2018-02-01,60 Days,2.36,Shillong
20712,2017-03-01,60 Days,4.12,Bengaluru
20714,2018-01-01,12 Months,4.12,Bhopal
20715,2017-05-01,30 Days,3.53,Mumbai
20716,2018-06-01,24 Months and more,8.39,Pune
20717,2017-12-01,12 Months,5.89,Mumbai
20720,2017-05-01,90 Days,2.36,Ranchi
20721,2017-07-01,12 Months,1.77,Srinagar
20723,2017-06-01,24 Months and more,6.48,Bengaluru
20724,2018-06-01,24 Months and more,9.79,Ranchi
20725,2018-11-01,6 Month,1.18,Mumbai
20726,2018-02-01,24 Months and more,5.89,Gandhinagar
20727,2017-10-01,24 Months and more,4.2,Shillong
20729,2018-06-01,12 Months,11.78,Srinagar
20730,2017-12-01,12 Months,6.48,Shillong
20731,2017-11-01,24 Months and more,8.39,Bengaluru
20732,2018-11-01,60 Days,4.2,Srinagar
20733,2017-02-01,24 Months and more,3.53,Delhi
20734,2018-04-01,60 Days,9.42,Srinagar
20738,2017-08-01,60 Days,16.78,Chandigarh
20739,2017-11-01,12 Months,5.3,Gandhinagar
20741,2017-08-01,90 Days,0.59,Nasik
20743,2018-07-01,24 Months and more,8.39,Pune
20745,2017-12-01,6 Month,6.48,Pune
20746,2018-02-01,90 Days,4.71,Gandhinagar
20747,2018-10-01,60 Days,1.4,Gandhinagar
20749,2018-12-01,90 Days,12.95,Delhi
20750,2018-10-01,24 Months and more,4.71,Aurangabad
20753,2018-07-01,12 Months,4.71,Chandigarh
20755,2018-07-01,24 Months and more,5.59,Nasik
20756,2018-03-01,24 Months and more,3.53,Shillong
20758,2018-06-01,6 Month,4.71,Chennai
20761,2018-04-01,12 Months,1.18,Shillong
20764,2018-04-01,60 Days,5.89,Srinagar
20765,2018-11-01,6 Month,7.07,Nagpur
20766,2018-10-01,60 Days,16.78,Chandigarh
20767,2017-07-01,12 Months,7.07,Nagpur
20768,2017-12-01,6 Month,2.36,Shillong
20771,2018-01-01,30 Days,5.3,Jaipur
20775,2017-06-01,60 Days,9.42,Chandigarh
20776,2018-05-01,30 Days,5.3,Ranchi
20777,2018-05-01,24 Months and more,5.89,Gandhinagar
20778,2018-04-01,30 Days,7.07,Delhi
20782,2018-05-01,24 Months and more,5.3,Shillong
20783,2017-11-01,12 Months,2.8,Shillong
20785,2018-09-01,30 Days,1.18,Gandhinagar
20787,2018-02-01,24 Months and more,4.12,Bengaluru
20789,2018-02-01,12 Months,3.53,Gandhinagar
20790,2017-11-01,24 Months and more,1.18,Bhopal
20791,2018-09-01,60 Days,7.07,Aurangabad
20793,2018-02-01,12 Months,1.18,Bhopal
20797,2017-09-01,6 Month,2.8,Chennai
20799,2018-02-01,30 Days,5.59,Chandigarh
20800,2017-01-01,12 Months,8.39,Bengaluru
20801,2017-06-01,30 Days,15.38,Srinagar
20802,2017-12-01,30 Days,7.07,Nasik
20803,2018-08-01,30 Days,1.77,Bhopal
20804,2018-02-01,60 Days,2.36,Pune
20805,2018-11-01,24 Months and more,1.4,Jaipur
20806,2018-01-01,30 Days,5.89,Pune
20807,2018-09-01,6 Month,11.19,Jaipur
20808,2017-04-01,60 Days,4.2,Gandhinagar
20809,2018-05-01,6 Month,5.3,Bhopal
20813,2018-09-01,90 Days,4.71,Srinagar
20814,2018-10-01,30 Days,4.2,Aurangabad
20816,2018-09-01,30 Days,1.18,Gandhinagar
20817,2017-10-01,24 Months and more,12.59,Bengaluru
20818,2017-01-01,60 Days,3.53,Ranchi
20819,2017-02-01,90 Days,6.48,Nasik
20820,2017-05-01,90 Days,4.71,Nasik
20822,2018-11-01,90 Days,11.19,Jaipur
20825,2018-01-01,90 Days,2.94,Ranchi
20826,2018-11-01,24 Months and more,1.4,Srinagar
20828,2017-03-01,60 Days,1.4,Shillong
20830,2017-08-01,24 Months and more,16.78,Srinagar
20832,2017-01-01,24 Months and more,1.4,Nasik
20833,2018-03-01,60 Days,11.19,Aurangabad
20834,2017-04-01,12 Months,2.36,Mumbai
20835,2018-10-01,12 Months,3.53,Jaipur
20837,2017-05-01,90 Days,1.18,Chennai
20838,2018-11-01,24 Months and more,8.39,Gandhinagar
20839,2018-09-01,30 Days,6.99,Jaipur
20840,2017-02-01,90 Days,5.59,Ranchi
20841,2017-10-01,60 Days,1.18,Delhi
20844,2017-10-01,6 Month,1.18,Ranchi
20850,2018-10-01,6 Month,1.18,Gandhinagar
20851,2017-06-01,6 Month,1.77,Chennai
20852,2017-03-01,6 Month,5.3,Bhopal
20853,2018-07-01,30 Days,3.53,Srinagar
20854,2017-10-01,30 Days,9.42,Ranchi
20855,2018-07-01,24 Months and more,5.59,Srinagar
20856,2018-07-01,12 Months,5.3,Mumbai
20857,2018-07-01,6 Month,4.71,Aurangabad
20861,2017-10-01,30 Days,5.89,Pune
20862,2018-09-01,6 Month,1.18,Mumbai
20863,2018-04-01,12 Months,12.59,Gandhinagar
20865,2017-05-01,24 Months and more,11.78,Ranchi
20866,2018-12-01,6 Month,4.12,Mumbai
20867,2017-07-01,12 Months,6.48,Pune
20868,2017-02-01,24 Months and more,12.59,Pune
20869,2018-05-01,30 Days,12.59,Nagpur
20872,2018-10-01,90 Days,3.53,Mumbai
20873,2018-11-01,24 Months and more,8.39,Nasik
20876,2017-03-01,90 Days,0.59,Chennai
20878,2018-03-01,6 Month,3.53,Mumbai
20879,2018-01-01,6 Month,4.71,Bhopal
20880,2017-03-01,12 Months,1.77,Chandigarh
20881,2018-11-01,60 Days,11.19,Srinagar
20882,2018-03-01,12 Months,4.71,Shillong
20885,2017-10-01,60 Days,4.71,Chandigarh
20886,2018-05-01,12 Months,4.12,Delhi
20887,2018-10-01,12 Months,1.18,Aurangabad
20888,2017-04-01,24 Months and more,1.18,Bhopal
20889,2018-07-01,6 Month,9.79,Delhi
20890,2018-09-01,30 Days,6.99,Srinagar
20891,2017-01-01,24 Months and more,11.78,Jaipur
20892,2017-09-01,60 Days,12.59,Shillong
20893,2018-06-01,60 Days,16.78,Shillong
20895,2017-02-01,12 Months,4.12,Nagpur
20896,2017-08-01,6 Month,6.48,Srinagar
20897,2017-07-01,24 Months and more,7.07,Chandigarh
20898,2017-11-01,90 Days,1.18,Delhi
20901,2017-08-01,24 Months and more,5.59,Bengaluru
20903,2017-04-01,30 Days,1.18,Bhopal
20904,2018-02-01,90 Days,4.2,Delhi
20905,2017-03-01,24 Months and more,1.4,Srinagar
20906,2018-06-01,12 Months,3.53,Jaipur
20908,2018-11-01,6 Month,5.89,Bhopal
20912,2018-11-01,30 Days,1.18,Chandigarh
20913,2018-07-01,90 Days,2.94,Ranchi
20914,2017-03-01,30 Days,2.94,Bengaluru
20915,2017-02-01,60 Days,0.59,Pune
20916,2018-03-01,30 Days,2.36,Chandigarh
20917,2018-12-01,12 Months,5.89,Nagpur
20919,2018-12-01,60 Days,4.12,Mumbai
20920,2017-12-01,90 Days,1.77,Shillong
20921,2018-03-01,6 Month,0.59,Aurangabad
20922,2018-09-01,90 Days,4.71,Bhopal
20923,2017-03-01,24 Months and more,14.13,Nagpur
20924,2018-12-01,90 Days,3.53,Nasik
20925,2018-08-01,60 Days,3.53,Aurangabad
20926,2018-05-01,12 Months,16.78,Aurangabad
20927,2017-06-01,6 Month,1.4,Srinagar
20928,2018-12-01,30 Days,5.89,Ranchi
20930,2017-06-01,60 Days,12.59,Aurangabad
20931,2018-01-01,12 Months,5.89,Chennai
20935,2018-08-01,30 Days,1.77,Aurangabad
20938,2017-10-01,60 Days,1.18,Chandigarh
20939,2018-12-01,30 Days,5.3,Shillong
20940,2017-10-01,30 Days,15.38,Bengaluru
20942,2018-03-01,6 Month,4.71,Aurangabad
20943,2017-11-01,24 Months and more,4.71,Nagpur
20944,2018-04-01,6 Month,9.79,Aurangabad
20945,2018-11-01,90 Days,6.48,Jaipur
20947,2017-07-01,24 Months and more,7.07,Aurangabad
20949,2017-12-01,12 Months,15.38,Bhopal
20950,2017-04-01,90 Days,15.38,Bengaluru
20951,2017-02-01,60 Days,12.59,Pune
20953,2017-09-01,30 Days,5.3,Delhi
20954,2018-06-01,30 Days,3.53,Chennai
20955,2017-07-01,60 Days,0.59,Srinagar
20959,2017-05-01,6 Month,12.95,Jaipur
20960,2017-09-01,12 Months,0.59,Aurangabad
20961,2018-09-01,60 Days,5.89,Delhi
20964,2017-10-01,6 Month,1.4,Shillong
20965,2017-12-01,24 Months and more,4.12,Jaipur
20966,2017-12-01,60 Days,7.07,Jaipur
20967,2018-09-01,12 Months,5.89,Chennai
20969,2018-12-01,24 Months and more,13.98,Nasik
20970,2018-02-01,6 Month,2.94,Nasik
20975,2017-06-01,30 Days,3.53,Jaipur
20976,2017-04-01,12 Months,9.79,Shillong
20977,2017-03-01,12 Months,5.59,Delhi
20978,2018-02-01,12 Months,15.38,Pune
20980,2017-01-01,12 Months,4.2,Jaipur
20983,2018-06-01,30 Days,4.71,Chandigarh
20984,2017-08-01,90 Days,1.77,Delhi
20985,2018-01-01,30 Days,11.78,Chennai
20986,2018-04-01,30 Days,2.8,Pune
20987,2017-03-01,6 Month,5.3,Nagpur
20988,2018-10-01,60 Days,8.39,Aurangabad
20990,2018-02-01,60 Days,5.89,Shillong
20992,2017-04-01,90 Days,15.38,Mumbai
20994,2018-03-01,90 Days,15.38,Srinagar
20995,2018-03-01,6 Month,3.53,Bhopal
20996,2018-01-01,90 Days,2.94,Nagpur
20999,2018-08-01,90 Days,16.78,Pune
21001,2017-07-01,60 Days,7.07,Chennai
21003,2018-09-01,90 Days,11.19,Chennai
21006,2017-03-01,90 Days,9.42,Gandhinagar
21007,2017-01-01,30 Days,9.79,Mumbai
21008,2018-03-01,12 Months,5.89,Gandhinagar
21009,2018-04-01,90 Days,5.59,Mumbai
21013,2018-03-01,30 Days,2.8,Bengaluru
21014,2018-04-01,12 Months,4.12,Bengaluru
21016,2017-12-01,6 Month,5.89,Delhi
21017,2017-12-01,6 Month,9.42,Shillong
21020,2018-10-01,90 Days,4.71,Mumbai
21021,2018-06-01,12 Months,4.71,Pune
21022,2018-05-01,24 Months and more,15.38,Mumbai
21023,2018-02-01,12 Months,2.94,Bengaluru
21024,2018-12-01,24 Months and more,5.59,Gandhinagar
21025,2018-03-01,30 Days,2.8,Srinagar
21026,2017-06-01,12 Months,3.53,Jaipur
21029,2018-12-01,24 Months and more,7.07,Delhi
21030,2017-05-01,24 Months and more,16.78,Nasik
21031,2017-08-01,24 Months and more,11.19,Delhi
21034,2018-12-01,60 Days,6.99,Delhi
21035,2017-06-01,12 Months,5.89,Bengaluru
21036,2017-07-01,60 Days,4.71,Ranchi
21037,2018-01-01,6 Month,12.59,Shillong
21040,2017-05-01,6 Month,9.79,Shillong
21044,2017-01-01,12 Months,2.94,Bhopal
21045,2018-10-01,60 Days,9.79,Delhi
21048,2018-01-01,24 Months and more,14.13,Bhopal
21049,2018-01-01,90 Days,2.36,Chandigarh
21050,2018-07-01,6 Month,15.38,Ranchi
21051,2018-02-01,60 Days,3.53,Srinagar
21053,2017-04-01,60 Days,15.38,Delhi
21054,2018-05-01,6 Month,1.4,Srinagar
21056,2017-11-01,6 Month,2.94,Chennai
21057,2018-04-01,6 Month,11.19,Srinagar
21058,2017-09-01,6 Month,4.71,Srinagar
21059,2018-11-01,60 Days,11.78,Jaipur
21060,2018-08-01,12 Months,8.39,Srinagar
21061,2018-10-01,60 Days,3.53,Chandigarh
21062,2017-11-01,90 Days,13.98,Shillong
21063,2018-01-01,30 Days,4.12,Aurangabad
21065,2017-11-01,60 Days,1.77,Nagpur
21067,2017-04-01,60 Days,4.2,Ranchi
21068,2018-07-01,90 Days,8.39,Ranchi
21071,2018-06-01,6 Month,2.36,Chandigarh
21072,2018-08-01,12 Months,5.59,Bhopal
21074,2018-05-01,6 Month,15.38,Chennai
21075,2017-04-01,12 Months,2.94,Chandigarh
21076,2018-07-01,12 Months,9.79,Nagpur
21077,2017-05-01,24 Months and more,5.3,Delhi
21079,2017-11-01,12 Months,2.8,Srinagar
21080,2017-10-01,60 Days,11.19,Chennai
21081,2017-06-01,6 Month,2.36,Nasik
21082,2018-06-01,30 Days,11.19,Chandigarh
21084,2017-12-01,24 Months and more,0.59,Delhi
21085,2017-12-01,24 Months and more,1.77,Gandhinagar
21087,2017-10-01,90 Days,5.3,Aurangabad
21088,2018-10-01,90 Days,1.77,Ranchi
21092,2018-05-01,6 Month,1.18,Srinagar
21093,2018-01-01,30 Days,1.77,Aurangabad
21094,2018-11-01,60 Days,4.71,Delhi
21095,2017-11-01,90 Days,4.12,Delhi
21096,2018-07-01,60 Days,5.89,Chennai
21097,2018-08-01,90 Days,9.42,Nagpur
21098,2018-08-01,6 Month,1.18,Bhopal
21099,2018-05-01,24 Months and more,3.53,Chennai
21100,2018-06-01,90 Days,3.53,Mumbai
21101,2018-10-01,24 Months and more,7.07,Gandhinagar
21102,2017-04-01,24 Months and more,1.18,Mumbai
21103,2017-02-01,6 Month,2.8,Delhi
21105,2017-05-01,12 Months,4.71,Ranchi
21106,2018-08-01,60 Days,1.4,Shillong
21107,2018-02-01,12 Months,6.99,Srinagar
21109,2018-12-01,30 Days,4.2,Srinagar
21110,2018-11-01,30 Days,14.13,Aurangabad
21111,2017-07-01,30 Days,5.89,Mumbai
21113,2018-08-01,90 Days,7.07,Shillong
21115,2018-03-01,12 Months,13.98,Gandhinagar
21116,2017-04-01,90 Days,7.07,Chennai
21117,2018-12-01,30 Days,7.07,Gandhinagar
21119,2018-01-01,12 Months,4.71,Jaipur
21120,2018-10-01,30 Days,1.18,Pune
21122,2017-05-01,24 Months and more,0.59,Nasik
21123,2018-11-01,90 Days,16.78,Srinagar
21124,2017-09-01,6 Month,6.48,Pune
21125,2017-07-01,6 Month,9.79,Gandhinagar
21127,2017-11-01,90 Days,5.3,Nagpur
21133,2017-08-01,90 Days,11.78,Jaipur
21134,2017-03-01,24 Months and more,4.2,Bengaluru
21135,2018-10-01,12 Months,5.59,Aurangabad
21137,2017-08-01,60 Days,1.18,Srinagar
21138,2018-07-01,30 Days,0.59,Shillong
21139,2017-06-01,90 Days,1.77,Mumbai
21140,2018-10-01,12 Months,8.39,Srinagar
21143,2018-07-01,12 Months,4.71,Bengaluru
21145,2017-05-01,60 Days,3.53,Bhopal
21147,2017-03-01,12 Months,5.59,Chennai
21148,2018-12-01,30 Days,4.71,Bengaluru
21149,2017-07-01,30 Days,3.53,Mumbai
21150,2017-09-01,30 Days,0.59,Gandhinagar
21152,2017-02-01,6 Month,2.36,Nasik
21154,2017-09-01,12 Months,11.19,Ranchi
21155,2018-02-01,6 Month,11.78,Chandigarh
21157,2018-07-01,24 Months and more,2.36,Aurangabad
21159,2017-05-01,90 Days,0.59,Mumbai
21160,2018-10-01,30 Days,13.98,Gandhinagar
21161,2018-05-01,60 Days,6.99,Mumbai
21162,2018-06-01,24 Months and more,0.59,Delhi
21163,2018-12-01,90 Days,1.77,Chandigarh
21168,2017-12-01,90 Days,2.36,Mumbai
21170,2018-02-01,24 Months and more,14.13,Bengaluru
21173,2017-07-01,12 Months,8.24,Nagpur
21176,2018-01-01,24 Months and more,11.19,Bengaluru
21177,2018-11-01,6 Month,8.24,Pune
21178,2018-01-01,12 Months,5.3,Mumbai
21179,2018-08-01,60 Days,5.89,Nasik
21180,2017-01-01,30 Days,0.59,Mumbai
21181,2018-07-01,6 Month,9.42,Nagpur
21182,2017-09-01,90 Days,13.98,Gandhinagar
21183,2018-07-01,12 Months,16.78,Bengaluru
21184,2018-02-01,90 Days,1.18,Bengaluru
21185,2017-02-01,90 Days,2.36,Bhopal
21186,2017-01-01,60 Days,2.94,Delhi
21187,2017-09-01,60 Days,5.89,Srinagar
21188,2017-08-01,6 Month,1.77,Nagpur
21189,2018-04-01,12 Months,8.24,Bengaluru
21190,2017-11-01,6 Month,2.36,Srinagar
21191,2018-02-01,6 Month,1.4,Chennai
21192,2017-11-01,12 Months,16.78,Ranchi
21193,2017-03-01,30 Days,9.42,Shillong
21195,2018-07-01,90 Days,4.71,Gandhinagar
21196,2018-11-01,30 Days,12.59,Chandigarh
21197,2018-04-01,24 Months and more,6.99,Chandigarh
21199,2018-05-01,90 Days,2.36,Shillong
21200,2017-06-01,90 Days,5.89,Jaipur
21201,2017-12-01,12 Months,8.39,Chennai
21202,2018-06-01,30 Days,15.38,Nasik
21204,2017-08-01,60 Days,9.79,Jaipur
21205,2018-03-01,12 Months,3.53,Nasik
21206,2018-03-01,24 Months and more,0.59,Pune
21207,2018-07-01,12 Months,7.07,Delhi
21208,2017-08-01,12 Months,7.07,Pune
21210,2018-05-01,30 Days,6.48,Nagpur
21212,2017-12-01,24 Months and more,5.3,Aurangabad
21213,2018-06-01,30 Days,2.36,Srinagar
21214,2017-02-01,90 Days,1.77,Bhopal
21215,2018-01-01,6 Month,2.94,Pune
21216,2017-09-01,24 Months and more,5.59,Aurangabad
21218,2017-04-01,30 Days,4.71,Nagpur
21219,2018-05-01,90 Days,5.59,Delhi
21221,2018-11-01,90 Days,6.99,Bhopal
21223,2017-01-01,24 Months and more,4.2,Gandhinagar
21224,2017-11-01,90 Days,4.2,Srinagar
21225,2018-04-01,6 Month,9.42,Bengaluru
21226,2017-02-01,24 Months and more,3.53,Shillong
21227,2018-06-01,90 Days,4.12,Ranchi
21229,2017-03-01,30 Days,1.18,Srinagar
21230,2018-12-01,60 Days,15.38,Chandigarh
21232,2017-08-01,90 Days,2.36,Gandhinagar
21233,2018-01-01,24 Months and more,4.2,Pune
21234,2017-01-01,30 Days,7.07,Srinagar
21235,2018-12-01,90 Days,1.4,Aurangabad
21236,2017-12-01,6 Month,4.71,Nagpur
21237,2018-10-01,12 Months,0.59,Pune
21238,2017-12-01,6 Month,5.89,Gandhinagar
21242,2018-09-01,24 Months and more,8.39,Nasik
21245,2018-09-01,24 Months and more,6.48,Jaipur
21248,2017-01-01,60 Days,1.4,Bhopal
21249,2018-09-01,60 Days,12.59,Bhopal
21250,2018-03-01,90 Days,4.71,Srinagar
21252,2017-08-01,60 Days,5.89,Aurangabad
21254,2017-01-01,12 Months,4.12,Chennai
21255,2017-10-01,30 Days,12.59,Srinagar
21257,2017-08-01,30 Days,16.78,Nagpur
21258,2017-08-01,6 Month,7.07,Nagpur
21261,2018-07-01,12 Months,7.07,Srinagar
21262,2018-08-01,90 Days,0.59,Srinagar
21263,2018-11-01,6 Month,5.59,Chennai
21264,2018-01-01,24 Months and more,13.98,Pune
21265,2017-02-01,24 Months and more,2.8,Chennai
21266,2018-12-01,6 Month,5.89,Shillong
21268,2018-10-01,24 Months and more,1.77,Gandhinagar
21272,2017-08-01,12 Months,5.89,Ranchi
21274,2017-01-01,6 Month,12.95,Nasik
21275,2017-05-01,6 Month,11.19,Srinagar
21276,2017-08-01,6 Month,4.12,Delhi
21278,2017-08-01,6 Month,15.38,Gandhinagar
